,X,Y,fine cluster,coarse cluster
61,2.03795507100694,3.04727598125403,1,1
62,2.436612771168809,4.03822164007537,1,1
63,1.6370843857893924,3.0830655028820706,1,1
64,2.165363152525176,4.027544359809656,1,1
65,1.321469100308279,3.934110788856499,1,1
66,2.075254385392059,3.619514211208508,1,1
67,2.5657543255413935,4.050428667894343,1,1
68,1.6378061398235815,3.7984233303219113,1,1
69,1.057344429778225,3.8279000305469437,1,1
70,1.9291271016918805,3.2585639110859477,1,1
71,2.8322281483587064,3.7992723734466702,1,1
72,2.2967241905864237,3.062712725089465,1,1
73,2.021011279992067,3.7336630248614053,1,1
74,1.6281848753590435,3.592592700052493,1,1
75,2.7780340993586603,4.234854013911729,1,1
76,2.4300953277337456,4.243581549441758,1,1
77,1.638354061374775,4.320079015923591,1,1
78,2.773884010781021,3.428352881788009,1,1
79,2.5870729188554313,3.7348378835673284,1,1
80,2.7207588623428114,4.020187605129192,1,1
81,2.0254625356671943,3.8372343541149196,1,1
82,1.8576308017968937,4.806299855764299,1,1
83,1.8192758183474869,3.8807930262275008,1,1
84,1.5136670692308087,3.834229338815255,1,1
85,2.339427098511724,4.067296978055005,1,1
86,2.2028060604349733,4.851805103887498,1,1
87,1.9191960302927793,3.2723848807302134,1,1
88,2.254829011835656,3.9332222234469656,1,1
89,2.6427746611982066,4.5302467732068745,1,1
90,1.6809977530039586,3.9848528686483187,1,1
91,2.236726540263422,4.680179779184362,1,1
92,1.993695974740279,3.7997001157573385,1,1
93,2.2098131525814178,4.228177057456389,1,1
94,2.6193448380114543,3.2363078603291977,1,1
95,1.320317260007605,3.3376359122358457,1,1
96,1.6025251434893468,3.665267778519835,1,1
97,1.7122112227483202,3.925271794993604,1,1
98,2.326579876781268,3.272097565125372,1,1
99,1.2915679723483513,3.3499064337538957,1,1
0,3.333164306571572,3.9604855913502433,2,1
1,3.314181465969998,3.940163449286669,2,1
2,2.61397406564514,3.2685957617491352,2,1
3,2.8535599902650035,4.267966704080591,2,1
4,2.79295940010188,3.1152511487081362,2,1
5,3.115189145353988,2.687380255915352,2,1
6,3.298609381259657,3.2292943677365544,2,1
7,2.432581753635896,3.9577164924665014,2,1
8,3.356479126731497,3.2708119176430217,2,1
9,3.5349494536628745,4.1802121616212,2,1
10,3.4110725715340218,3.7157144939760913,2,1
11,2.6252521579188475,3.173658765175504,2,1
12,2.3799653069251407,3.0753435546443275,2,1
13,4.004958674790679,3.804215956151463,2,1
14,3.304555629978239,4.293779528423871,2,1
15,3.2212585118029224,2.7847623412654485,2,1
16,3.1280125696263004,4.194450392998191,2,1
17,3.5164165045528586,3.1343343628777114,2,1
18,3.7422249100467866,3.5576080399467505,2,1
19,2.87065842991173,2.9555161711560256,2,1
20,3.365660989451377,3.737358831940453,2,1
21,3.0793893536928003,4.465268095187341,2,1
22,2.974620246219219,4.426582662015817,2,1
23,2.895274020680981,3.89078661582053,2,1
24,3.762174421312931,3.374240503312654,2,1
25,3.545773564116059,2.7691408144548837,2,1
26,3.261444427976043,2.957531360179769,2,1
27,2.923227822690341,3.7099323073729207,2,1
28,3.493839297444901,3.951793808958355,2,1
29,3.861399977424552,3.070126305064578,2,1
30,3.3652572434444727,2.6581566460430026,2,1
31,3.252443872911932,3.1711994480669654,2,1
32,3.6938969024604047,2.750296183014245,2,1
33,3.1690859577107684,3.274150973829623,2,1
34,3.4987984153717324,3.474872781640089,2,1
35,4.074102847545613,3.6320919029504495,2,1
36,3.176913067924054,4.114620186498264,2,1
37,3.1265582962472704,2.797923913968943,2,1
38,3.1689830824153002,3.0455422106121017,2,1
39,2.807755687151837,3.342191842499625,2,1
40,2.714801103973806,3.4335074275854165,2,1
41,2.595334995593012,3.892380821914325,2,1
42,2.9157793684488285,2.738126503277997,2,1
43,2.5323168792225115,4.046763518903859,2,1
44,2.5426676911582793,3.706972476306037,2,1
45,3.4158721827771568,2.696313526936257,2,1
46,3.257985439655703,3.5185410028889987,2,1
47,3.6121457979264435,4.358146135925721,2,1
48,3.053259995945058,2.7274047578458678,2,1
49,3.627639730886641,3.3179876722619452,2,1
50,2.97277729998036,4.4423055208281275,2,1
51,2.746409258116776,4.041014592375499,2,1
52,2.2302813538630546,3.91739177737511,2,1
53,3.3964384304155164,3.959103140776434,2,1
54,2.9325852661331595,3.4355599478583483,2,1
55,2.535952335280839,3.54413983598384,2,1
56,2.8199119363980296,3.1663549906914814,2,1
57,2.6916311833649456,3.3500966724084136,2,1
58,3.046161963652641,2.6622841506544446,2,1
59,3.425037049592886,3.053980269310941,2,1
60,3.415579325076531,3.5759370065157983,2,1
61,3.8400972399624496,3.211405091839017,2,1
62,3.2644489124577634,3.893521040650035,2,1
63,3.804932099055817,3.1123932045556386,2,1
64,2.412354654136095,3.3763319628757134,2,1
65,2.9869452290413285,3.651308684919102,2,1
66,2.65303316302811,4.22841032496138,2,1
67,3.273458325135183,4.483384001721347,2,1
68,2.8216410656189908,3.107545917010279,2,1
69,3.0039731881768583,3.7884567296447718,2,1
70,2.5111639851136305,3.654553830911246,2,1
71,3.6905617033127287,3.2571268527557753,2,1
72,2.7427030319558794,4.257418950562042,2,1
73,3.470912963339914,2.8680576156189748,2,1
74,2.633395286172639,3.590341183707651,2,1
75,3.6947347041706933,2.881507580642474,2,1
76,3.1129879568459295,4.282532049460314,2,1
77,3.8395038414054112,4.1112646614868185,2,1
78,2.8508261168419904,3.649312669817975,2,1
79,3.544181049927428,2.90557406347815,2,1
80,3.3055452339685623,3.6429527404953785,2,1
81,2.4501665246853923,2.964909614572937,2,1
82,2.9437245979419,3.2570672300482766,2,1
83,3.4798136906860626,4.381879579272622,2,1
84,4.065514727505677,3.5723259200612647,2,1
85,3.8438284918184085,3.1089695274246565,2,1
86,2.831959536176836,4.143883464726768,2,1
87,3.7546200371466125,3.8001950389179933,2,1
88,3.492687051914576,3.1529040302641254,2,1
89,3.414776190843032,3.840144813708421,2,1
90,3.545115761705036,3.6250959392796642,2,1
91,3.109018002287032,3.7362858094439675,2,1
92,2.1981900172995696,3.1894172129900795,2,1
93,2.6357262093886202,3.978566157573741,2,1
94,3.159323222639885,3.4524079626970194,2,1
95,2.740579199815439,3.070250014931716,2,1
96,2.915350337822516,4.193989171887518,2,1
97,2.8293493146253845,4.392535013616201,2,1
98,2.8936065149370953,3.332893666622393,2,1
99,3.6027531198846847,4.193985077868204,2,1
0,2.7041096210361766,3.802301625789917,3,1
1,2.2565597846882257,3.702022546843881,3,1
2,2.987010201651573,3.8705158636378987,3,1
3,2.761207773834681,3.5471581884218484,3,1
4,2.9547049277988973,4.664927640292521,3,1
5,3.2863651622152457,3.067049723295088,3,1
6,3.0890975240832446,4.474750261980397,3,1
7,3.4156195220359433,4.484104883633824,3,1
8,2.6777010138918937,3.266680465799843,3,1
9,2.229294180703599,4.006940060690223,3,1
10,3.34621283222106,4.657562220889851,3,1
11,3.1548656022224373,4.366922760651674,3,1
12,3.271135174009432,3.3519142899433505,3,1
13,3.6002570747288907,3.786911258007836,3,1
14,3.443976214415303,4.444413570409397,3,1
15,3.163834490148893,3.5544258361291186,3,1
16,3.4837632861622816,4.402791292689462,3,1
17,3.830690925381085,4.032872230345513,3,1
18,2.5556102647279095,3.7401700213365356,3,1
19,2.8488691562144632,3.8519622131049482,3,1
20,3.168568689555433,4.618665245975222,3,1
21,2.3865727171065787,4.299961283771983,3,1
22,3.7948116730033576,4.436141301117874,3,1
23,2.993270979494534,3.6996106832484625,3,1
24,3.506698287517883,4.882307472640915,3,1
25,3.2184969599062843,3.468368866754579,3,1
26,3.1942896460005366,3.7147192503109,3,1
27,3.05309075307308,4.2957475306069295,3,1
28,3.7469879205167382,3.9927188868488788,3,1
29,2.528623201788787,3.8991963386907424,3,1
30,2.5853805426945993,4.774773261106702,3,1
31,3.6315752464371136,3.566916040208067,3,1
32,2.865216490525033,4.617243023506467,3,1
33,2.699739234477397,4.395732553151271,3,1
34,2.4571365973426307,4.359515280335986,3,1
35,3.228310444858786,3.7581149465818093,3,1
36,3.1518611427852585,3.9835531120479986,3,1
37,3.7575948991651957,4.548254584078101,3,1
38,3.582443343307134,4.830702338102709,3,1
39,2.6479887774644197,4.822010243304401,3,1
40,3.750105768858652,4.098158874543796,3,1
41,2.462713780195706,4.312423589376638,3,1
42,3.416630625472998,3.2802409393824403,3,1
43,2.398192913178848,3.8246431081296266,3,1
44,4.16525110590258,4.241776433643709,3,1
45,2.844750735961916,4.385648176383838,3,1
46,3.1883905486624955,3.9714656983926875,3,1
47,3.411493837356312,4.563579801837651,3,1
48,2.8858770799377984,4.6566899659239205,3,1
49,2.5641176212786823,3.495658119809776,3,1
50,2.4899954289664943,4.358544850005972,3,1
51,3.1526274985633673,4.936914200049869,3,1
52,3.277221787255869,4.645532079248603,3,1
53,3.648474990591798,4.771470417297398,3,1
54,2.8923484935807364,4.711155370056154,3,1
55,3.3629077102807785,3.6699405997320276,3,1
56,2.6840859437169358,4.655364435668771,3,1
57,3.5443928344067483,4.222075035643972,3,1
58,2.3766942729113296,4.175720482780956,3,1
59,3.0766556232528477,3.891941742468477,3,1
60,3.6846787680618913,3.6695535466865556,3,1
61,3.2755652250883385,4.33941261482433,3,1
62,3.072412318229807,4.303291846651983,3,1
63,3.7547213115993747,4.533905562285225,3,1
64,3.09262367401651,4.1909941045148456,3,1
65,3.3707919811108957,4.6229015681828605,3,1
66,3.8477304227514577,3.3931849199014006,3,1
67,2.346876719035447,4.0049020770716535,3,1
68,3.365731608668452,3.9658977219577753,3,1
69,3.031545797566874,4.66536920270543,3,1
70,3.680054490735065,3.490149575801916,3,1
71,3.2939231493729038,4.771040494866019,3,1
72,3.9417250286525047,3.9695902224912256,3,1
73,3.346384521773651,4.472504038803796,3,1
74,3.548822276918018,4.395715344780456,3,1
75,3.403789715166883,4.301572664567523,3,1
76,3.551121492299676,3.9417442099220588,3,1
77,3.518897805773415,4.107888954790458,3,1
78,3.308964710388851,3.0269882729168245,3,1
79,3.417521757674001,4.735983861254528,3,1
80,3.3321956708701475,3.055682111028904,3,1
81,3.371375383959359,3.1428615928398784,3,1
82,3.5806827189096393,4.702994752785664,3,1
83,3.5318564168238735,4.35809298744754,3,1
84,2.6409233162214076,3.9992033692972524,3,1
85,3.0738951427368066,3.5491471512874075,3,1
86,3.7220783129064636,3.422179356090179,3,1
87,3.460242002300624,4.055731935573531,3,1
88,3.423383128379425,4.871307627780506,3,1
89,3.5475349707368355,4.143601203312414,3,1
90,3.758690520790827,3.4550353512318135,3,1
91,2.8516551207285206,3.740723214457878,3,1
92,3.0667482938226684,4.085090857982546,3,1
93,3.2831985648851507,3.3654671629425343,3,1
94,3.0673626194950088,3.2416128247783353,3,1
95,3.596551937446178,4.7190646793676025,3,1
96,3.7453126382558763,4.557976566991111,3,1
97,3.9215396028682497,3.917773543496535,3,1
98,3.151461548217996,3.394647312696235,3,1
99,2.5502841200801525,3.629760517931059,3,1
0,-1.4847570979921987,4.070858978085224,4,2
1,-1.7901094833673667,3.8452407401252486,4,2
2,-1.9009704491073929,4.031306687187976,4,2
3,-2.341829720042946,3.738250517735341,4,2
4,-2.3556049924285474,3.476035927980209,4,2
5,-1.312316722213569,3.6356758686381747,4,2
6,-1.8936658785848755,4.217092582265784,4,2
7,-1.7241387990580699,4.553850425106322,4,2
8,-1.4487956375871054,3.639272698117988,4,2
9,-2.0483785113828126,3.878441820350679,4,2
10,-2.312573196727328,3.026477867942941,4,2
11,-2.1713851793996675,4.468072482554343,4,2
12,-1.7034703799744773,3.871806166362379,4,2
13,-1.4106089188379354,2.8408150523716698,4,2
14,-1.904354987512237,3.504084942637413,4,2
15,-2.217064130547024,3.2894596580316393,4,2
16,-1.9758800973405342,3.536096247064224,4,2
17,-2.9029990648811808,3.4246068673819723,4,2
18,-2.497966353599527,3.9741401532092944,4,2
19,-1.5742430001035213,4.439941929946071,4,2
20,-1.2988213805745223,3.2412243213244407,4,2
21,-1.677148444378219,2.6954563938136293,4,2
22,-1.199234336035718,3.055990725877364,4,2
23,-1.080047039541717,3.4882634004826683,4,2
24,-1.6099319006579473,4.300330141808861,4,2
25,-2.400164605201089,3.8269129184648576,4,2
26,-2.1667076933748755,3.001806558684225,4,2
27,-2.624506839388081,3.908174274034008,4,2
28,-1.7284408911077063,2.749599243109857,4,2
29,-1.9910297035160622,3.888571699462571,4,2
30,-2.374200289512877,3.5152811129883137,4,2
31,-2.483865477575186,3.6274614764049775,4,2
32,-1.76789018798067,3.7404834262819437,4,2
33,-2.1625915226862906,2.95401519059802,4,2
34,-1.0400734010740649,3.5204111105171174,4,2
35,-1.6788126044495968,3.058833007915363,4,2
36,-1.1750946746688333,3.9768701485820666,4,2
37,-2.540526053826718,4.160113051818381,4,2
38,-2.385621421871026,3.4643986700538942,4,2
39,-2.3830140835206133,3.170058713694549,4,2
40,-1.1828370425253243,3.6076926553747093,4,2
41,-1.4131400524526485,4.0154509983363065,4,2
42,-1.84758302069107,4.041400411237668,4,2
43,-1.558981975977794,4.24403110846405,4,2
44,-1.3168799543606537,4.032389551506831,4,2
45,-2.760118670492033,3.4095042637280217,4,2
46,-1.5575923486302656,3.5450706847563374,4,2
47,-2.3447781032720627,4.188648842448282,4,2
48,-2.0574715958359504,3.5270393651945673,4,2
49,-1.8977455490008912,2.7521481242473214,4,2
50,-1.5515085232567485,2.7952870329711264,4,2
51,-2.280036284370621,4.224774873149121,4,2
52,-1.9958226477425207,3.609440645480534,4,2
53,-1.3668067399577617,3.7837767538068485,4,2
54,-1.6684117231904063,3.4192162650026003,4,2
55,-2.799646889824068,4.048668161637541,4,2
56,-1.1341617162368969,3.7571177984737187,4,2
57,-1.9366514783198656,3.3610929517703036,4,2
58,-2.2468201104152503,3.201167218295027,4,2
59,-2.9733749884615506,3.4137560921651757,4,2
60,-1.9696405464293605,3.7319820897829006,4,2
61,-2.2909166690735994,3.525256567960007,4,2
62,-2.1617630885503827,3.914770749304813,4,2
63,-2.1666598266948176,3.718358170648166,4,2
64,-2.332975302653272,3.6744970470633924,4,2
65,-1.200987241588912,3.565090140928562,4,2
66,-2.7265645017001017,3.4385319474296647,4,2
67,-1.859797230871408,3.5451751196595263,4,2
68,-2.0248991007771724,3.645471610942317,4,2
69,-1.392508903928357,2.8900628190387505,4,2
70,-2.4612315724710117,2.9105916657937883,4,2
71,-2.8264985510005456,3.9127286625277,4,2
72,-2.1854404348019734,3.3316102336345828,4,2
73,-1.630056810039004,4.452406736350185,4,2
74,-2.8389357388902745,3.3669441854992876,4,2
75,-2.490611450629584,3.8528250101814416,4,2
76,-1.3933784458941236,4.230086288484569,4,2
77,-2.466844141798687,2.7172889433357934,4,2
78,-2.547752061090593,3.6796514091585686,4,2
79,-2.4125942885495175,3.056382624952383,4,2
80,-1.1788058039617977,3.069614105107463,4,2
81,-1.6442013950366454,3.4842326194437554,4,2
82,-2.332447110351831,2.696380512610121,4,2
83,-1.4428707850344118,3.164146464289334,4,2
84,-1.0829537438673753,3.8847746075491383,4,2
85,-1.9230394589413955,2.8261740636606723,4,2
86,-2.619300605859482,4.160001821867399,4,2
87,-2.2695072893797383,3.913080251745422,4,2
88,-2.110207948296761,2.974994730643111,4,2
89,-1.5405657222705305,3.653780762049176,4,2
90,-2.2545010773138094,3.1404360716758073,4,2
91,-2.2384710217472494,2.740469071910223,4,2
92,-1.4164885699059657,3.3932317436849195,4,2
93,-1.5678326704716739,3.9470970051346757,4,2
94,-1.5789784891639964,3.2738997569192816,4,2
95,-2.497085464650793,3.3258467082058836,4,2
96,-2.3536555610590884,2.8593560727077003,4,2
97,-1.5861211464167448,3.9841234296083012,4,2
98,-1.5912749724458553,3.237367198265163,4,2
99,-1.9545361166661284,2.7357587442558065,4,2
0,-2.772583475914022,3.5394540815344353,5,2
1,-1.602701688112235,3.3705617685069496,5,2
2,-2.774404166060981,4.566268881864225,5,2
3,-1.7038505833753015,3.6111261120500004,5,2
4,-1.7810042486596642,4.567346515980443,5,2
5,-1.323049614749252,3.9798554939553226,5,2
6,-1.6818532537944086,4.3325733484304125,5,2
7,-1.6507550819249177,3.187608290014069,5,2
8,-2.131847638939835,4.156733123442759,5,2
9,-2.3583879185763443,3.2886223428416645,5,2
10,-1.4290514079776138,3.8494765936211164,5,2
11,-2.813917906945744,3.6213948973630146,5,2
12,-1.819184316866185,3.8461992096683892,5,2
13,-1.52451400740051,4.231411608552504,5,2
14,-1.9280747413308739,4.181768120422862,5,2
15,-1.6221291936280016,4.625663820468136,5,2
16,-2.1317565064752557,4.40193745018343,5,2
17,-2.0348466246233743,4.728921527763647,5,2
18,-1.7666736308777022,4.115145567223817,5,2
19,-2.350862939559919,4.533771827876769,5,2
20,-1.7660553926040903,3.9930418797351073,5,2
21,-2.149940744343491,3.9432560821176557,5,2
22,-1.3005246942355524,3.844411819703419,5,2
23,-2.7310381915839184,3.830836351248307,5,2
24,-2.7277652471437053,4.578811318669856,5,2
25,-2.9504135775725233,4.080855187729761,5,2
26,-1.6088219232423018,4.822177199984893,5,2
27,-1.3590935185481112,4.425183788257213,5,2
28,-1.883974430961259,4.1830735944147115,5,2
29,-2.2909132298179857,3.3547867653381203,5,2
30,-1.7181271110341467,3.6212578329748353,5,2
31,-2.064576201585964,3.825334605328991,5,2
32,-2.6195000621936173,4.723618053124137,5,2
33,-2.6790944665648078,3.4142809851756666,5,2
34,-2.3103736145340896,4.4528694183561655,5,2
35,-2.4420259507534716,4.243253342193423,5,2
36,-1.6297865393091546,3.856907908709426,5,2
37,-1.3093501620863923,4.1516002236800675,5,2
38,-1.9729569995601222,3.8242722953588415,5,2
39,-2.8366153721558547,3.5385640653196186,5,2
40,-1.4507373679159206,4.319437442631999,5,2
41,-2.2810845548315246,4.31933977969998,5,2
42,-2.9067721845745016,4.221604963874131,5,2
43,-2.43444224925119,3.5395193848233744,5,2
44,-1.8521532960914324,4.003443803864707,5,2
45,-1.6321300646817343,3.468085169572286,5,2
46,-1.0342734561049192,3.908535099122666,5,2
47,-1.8331348420639777,3.1646063027541884,5,2
48,-2.0568621000691856,3.8045048226188225,5,2
49,-1.6152735945596746,3.552603723981002,5,2
50,-1.6602572593785085,4.09596507483253,5,2
51,-2.03931844413365,4.805220368137497,5,2
52,-1.8584617092964844,3.16327028560744,5,2
53,-1.9563302321169445,3.418611417294821,5,2
54,-1.9266729916925927,3.0188921658344388,5,2
55,-2.100503439365872,3.9593877986516017,5,2
56,-2.1261565981694446,4.523946665258784,5,2
57,-1.6253528427665562,4.447055821960521,5,2
58,-2.2178818276967034,4.79931412300737,5,2
59,-1.458207370418736,4.039067670070446,5,2
60,-1.9255347079515654,3.143908548264085,5,2
61,-1.8482333388005494,4.59566014917684,5,2
62,-2.6943293341101024,3.671279492410077,5,2
63,-2.2171418969825667,3.486881160024041,5,2
64,-2.42426566839986,3.1776513763883267,5,2
65,-2.337259221004512,3.32017635890283,5,2
66,-1.5628632279707597,3.9412509879153,5,2
67,-1.504286579811605,3.950636654591058,5,2
68,-2.457929203895476,4.538545580140713,5,2
69,-2.6864685189065556,4.481292553080199,5,2
70,-2.516058845168452,4.280024693882618,5,2
71,-1.2773885355070311,3.6529329523270113,5,2
72,-1.9242622842325268,4.080232516821253,5,2
73,-1.7132243698784513,3.833494850841057,5,2
74,-1.3025118039309076,3.885203854929386,5,2
75,-2.2649570037432305,4.260817542492106,5,2
76,-1.254912540979383,3.517893096689641,5,2
77,-1.7761211898914495,4.467144167510966,5,2
78,-2.349601178083268,3.7536637449771644,5,2
79,-2.0389843228954616,3.8326929001182255,5,2
80,-2.399115288510534,3.73494277456213,5,2
81,-1.4374414293993392,3.3321812437901057,5,2
82,-2.9613855371810462,3.7828683116565003,5,2
83,-2.345578810444818,4.591209972257563,5,2
84,-1.8875551140737854,4.026977856567939,5,2
85,-2.866618904540796,4.356469947159929,5,2
86,-1.8702439879839294,3.327672972417061,5,2
87,-1.2104388196955576,3.6602891575372576,5,2
88,-1.3486455320786748,4.373014586322165,5,2
89,-2.712116403969099,3.6696952137195944,5,2
90,-2.4093186114847,4.7609642569635895,5,2
91,-2.934011624705814,3.7181781008206403,5,2
92,-2.691368212734137,4.7124079806185915,5,2
93,-2.023001529340285,3.5009456016526235,5,2
94,-2.554841141041806,3.5610038549529106,5,2
95,-2.866298850069259,3.727222088850096,5,2
96,-2.3424887366942904,3.1695444058432063,5,2
97,-1.9536648466207185,3.2272096513150994,5,2
98,-2.5725925410596924,4.679638515722379,5,2
99,-2.2628356042742777,3.4449660817565713,5,2
